bus_phs,vbase,vglm,vdiff
TRIP_NODE_633_C_4_A,1.16530,0.67370,0.49160
TRIP_NODE_633_C_4_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_25_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_25_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_26_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_26_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_27_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_27_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_28_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_28_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_29_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_29_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_30_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_30_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_31_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_31_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_32_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_32_B,1.16530,0.67370,0.49160
TRIP_NODE_633_C_5_A,1.16530,0.67370,0.49160
TRIP_NODE_633_C_5_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_33_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_33_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_34_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_34_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_35_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_35_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_36_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_36_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_37_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_37_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_38_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_38_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_39_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_39_B,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_40_A,1.16530,0.67370,0.49160
TRIP_LOAD_633_C_H_40_B,1.16530,0.67370,0.49160
TRIP_NODE_633_B_1_A,1.15960,0.66799,0.49161
TRIP_NODE_633_B_2_A,1.15960,0.66799,0.49161
TRIP_NODE_633_B_3_A,1.15960,0.66799,0.49161
TRIP_NODE_633_B_4_A,1.15960,0.66799,0.49161
TRIP_NODE_633_B_5_A,1.15960,0.66799,0.49161
TRIP_NODE_633_B_1_B,1.15960,0.66799,0.49161
TRIP_NODE_633_B_2_B,1.15960,0.66799,0.49161
TRIP_NODE_633_B_3_B,1.15960,0.66799,0.49161
TRIP_NODE_633_B_4_B,1.15960,0.66799,0.49161
TRIP_NODE_633_B_5_B,1.15960,0.66799,0.49161
TRIP_NODE_645_B_1_A,1.15950,0.66788,0.49162
TRIP_NODE_645_B_2_A,1.15950,0.66788,0.49162
TRIP_NODE_645_B_3_A,1.15950,0.66788,0.49162
TRIP_NODE_645_B_4_A,1.15950,0.66788,0.49162
TRIP_NODE_645_B_5_A,1.15950,0.66788,0.49162
TRIP_NODE_645_B_1_B,1.15950,0.66788,0.49162
TRIP_NODE_645_B_2_B,1.15950,0.66788,0.49162
TRIP_NODE_645_B_3_B,1.15950,0.66788,0.49162
TRIP_NODE_645_B_4_B,1.15950,0.66788,0.49162
TRIP_NODE_645_B_5_B,1.15950,0.66788,0.49162
TRIP_NODE_632_B_1_A,1.15960,0.66798,0.49162
TRIP_NODE_632_B_2_A,1.15960,0.66798,0.49162
TRIP_NODE_632_B_3_A,1.15960,0.66798,0.49162
TRIP_NODE_632_B_4_A,1.15960,0.66798,0.49162
TRIP_NODE_632_B_5_A,1.15960,0.66798,0.49162
TRIP_NODE_632_B_1_B,1.15960,0.66798,0.49162
TRIP_NODE_632_B_2_B,1.15960,0.66798,0.49162
TRIP_NODE_632_B_3_B,1.15960,0.66798,0.49162
TRIP_NODE_632_B_4_B,1.15960,0.66798,0.49162
TRIP_NODE_632_B_5_B,1.15960,0.66798,0.49162
TRIP_NODE_632_C_1_A,1.16530,0.67366,0.49164
TRIP_NODE_632_C_1_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_1_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_1_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_2_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_2_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_3_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_3_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_4_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_4_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_5_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_5_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_6_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_6_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_7_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_7_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_8_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_8_B,1.16530,0.67366,0.49164
TRIP_NODE_632_C_2_A,1.16530,0.67366,0.49164
TRIP_NODE_632_C_2_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_9_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_9_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_10_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_10_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_11_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_11_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_12_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_12_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_13_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_13_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_14_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_14_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_15_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_15_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_16_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_16_B,1.16530,0.67366,0.49164
TRIP_NODE_632_C_3_A,1.16530,0.67366,0.49164
TRIP_NODE_632_C_3_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_17_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_17_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_18_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_18_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_19_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_19_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_20_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_20_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_21_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_21_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_22_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_22_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_23_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_23_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_24_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_24_B,1.16530,0.67366,0.49164
TRIP_NODE_632_C_4_A,1.16530,0.67366,0.49164
TRIP_NODE_632_C_4_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_25_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_25_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_26_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_26_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_27_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_27_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_28_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_28_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_29_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_29_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_30_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_30_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_31_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_31_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_32_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_32_B,1.16530,0.67366,0.49164
TRIP_NODE_632_C_5_A,1.16530,0.67366,0.49164
TRIP_NODE_632_C_5_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_33_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_33_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_34_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_34_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_35_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_35_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_36_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_36_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_37_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_37_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_38_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_38_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_39_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_39_B,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_40_A,1.16530,0.67366,0.49164
TRIP_LOAD_632_C_H_40_B,1.16530,0.67366,0.49164
N646_C,1.16530,0.67325,0.49205
METER_645_C_C,1.16530,0.67325,0.49205
XFMR_METER_645_C_1_C,1.16530,0.67325,0.49205
XFMR_METER_645_C_2_C,1.16530,0.67325,0.49205
XFMR_METER_645_C_3_C,1.16530,0.67325,0.49205
XFMR_METER_645_C_4_C,1.16530,0.67325,0.49205
XFMR_METER_645_C_5_C,1.16530,0.67325,0.49205
N645_C,1.16530,0.67325,0.49205
N633_B,1.15960,0.66753,0.49207
N646_B,1.15950,0.66742,0.49208
N645_B,1.15950,0.66742,0.49208
N632_B,1.15960,0.66751,0.49209
N633_C,1.16530,0.67320,0.49210
METER_633_C_C,1.16530,0.67320,0.49210
XFMR_METER_633_C_1_C,1.16530,0.67320,0.49210
XFMR_METER_633_C_2_C,1.16530,0.67320,0.49210
XFMR_METER_633_C_3_C,1.16530,0.67320,0.49210
XFMR_METER_633_C_4_C,1.16530,0.67320,0.49210
XFMR_METER_633_C_5_C,1.16530,0.67320,0.49210
METER_633_B_B,1.15960,0.66750,0.49210
XFMR_METER_633_B_1_B,1.15960,0.66749,0.49211
XFMR_METER_633_B_2_B,1.15960,0.66749,0.49211
XFMR_METER_633_B_3_B,1.15960,0.66749,0.49211
XFMR_METER_633_B_4_B,1.15960,0.66749,0.49211
XFMR_METER_633_B_5_B,1.15960,0.66749,0.49211
METER_645_B_B,1.15950,0.66739,0.49211
METER_632_B_B,1.15960,0.66749,0.49211
XFMR_METER_645_B_1_B,1.15950,0.66738,0.49212
XFMR_METER_645_B_2_B,1.15950,0.66738,0.49212
XFMR_METER_645_B_3_B,1.15950,0.66738,0.49212
XFMR_METER_645_B_4_B,1.15950,0.66738,0.49212
XFMR_METER_645_B_5_B,1.15950,0.66738,0.49212
XFMR_METER_632_B_1_B,1.15960,0.66748,0.49212
XFMR_METER_632_B_2_B,1.15960,0.66748,0.49212
XFMR_METER_632_B_3_B,1.15960,0.66748,0.49212
XFMR_METER_632_B_4_B,1.15960,0.66748,0.49212
XFMR_METER_632_B_5_B,1.15960,0.66748,0.49212
N632_C,1.16530,0.67316,0.49214
METER_632_C_C,1.16530,0.67316,0.49214
XFMR_METER_632_C_1_C,1.16530,0.67316,0.49214
XFMR_METER_632_C_2_C,1.16530,0.67316,0.49214
XFMR_METER_632_C_3_C,1.16530,0.67316,0.49214
XFMR_METER_632_C_4_C,1.16530,0.67316,0.49214
XFMR_METER_632_C_5_C,1.16530,0.67316,0.49214
N6321_B,1.16560,0.67121,0.49439
N6321_C,1.17190,0.67715,0.49475
TRIP_LOAD_632_A_H_1_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_2_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_3_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_4_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_5_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_6_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_7_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_8_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_9_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_10_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_11_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_12_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_13_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_14_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_15_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_16_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_17_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_18_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_19_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_20_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_21_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_22_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_23_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_24_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_25_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_26_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_27_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_28_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_29_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_30_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_31_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_32_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_33_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_34_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_35_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_36_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_37_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_38_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_39_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_40_A,1.15500,0.65857,0.49643
TRIP_LOAD_632_A_H_1_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_2_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_3_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_4_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_5_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_6_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_7_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_8_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_9_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_10_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_11_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_12_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_13_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_14_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_15_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_16_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_17_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_18_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_19_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_20_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_21_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_22_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_23_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_24_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_25_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_26_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_27_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_28_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_29_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_30_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_31_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_32_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_33_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_34_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_35_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_36_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_37_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_38_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_39_B,1.15510,0.65863,0.49647
TRIP_LOAD_632_A_H_40_B,1.15510,0.65863,0.49647
TRIP_NODE_633_A_1_A,1.15490,0.65843,0.49647
TRIP_NODE_633_A_1_B,1.15490,0.65843,0.49647
TRIP_NODE_633_A_2_A,1.15490,0.65843,0.49647
TRIP_NODE_633_A_2_B,1.15490,0.65843,0.49647
TRIP_NODE_633_A_3_A,1.15490,0.65843,0.49647
TRIP_NODE_633_A_3_B,1.15490,0.65843,0.49647
TRIP_NODE_633_A_4_A,1.15490,0.65843,0.49647
TRIP_NODE_633_A_4_B,1.15490,0.65843,0.49647
TRIP_NODE_633_A_5_A,1.15490,0.65843,0.49647
TRIP_NODE_633_A_5_B,1.15490,0.65843,0.49647
TRIP_NODE_632_A_1_A,1.15510,0.65860,0.49650
TRIP_NODE_632_A_1_B,1.15510,0.65860,0.49650
TRIP_NODE_632_A_2_A,1.15510,0.65860,0.49650
TRIP_NODE_632_A_2_B,1.15510,0.65860,0.49650
TRIP_NODE_632_A_3_A,1.15510,0.65860,0.49650
TRIP_NODE_632_A_3_B,1.15510,0.65860,0.49650
TRIP_NODE_632_A_4_A,1.15510,0.65860,0.49650
TRIP_NODE_632_A_4_B,1.15510,0.65860,0.49650
TRIP_NODE_632_A_5_A,1.15510,0.65860,0.49650
TRIP_NODE_632_A_5_B,1.15510,0.65860,0.49650
TRIP_LOAD_633_A_H_1_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_2_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_3_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_4_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_5_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_6_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_7_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_8_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_9_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_10_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_11_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_12_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_13_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_14_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_15_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_16_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_17_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_18_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_19_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_20_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_21_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_22_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_23_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_24_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_25_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_26_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_27_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_28_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_29_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_30_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_31_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_32_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_33_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_34_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_35_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_36_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_37_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_38_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_39_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_40_A,1.15490,0.65839,0.49651
TRIP_LOAD_633_A_H_1_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_2_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_3_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_4_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_5_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_6_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_7_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_8_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_9_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_10_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_11_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_12_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_13_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_14_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_15_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_16_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_17_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_18_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_19_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_20_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_21_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_22_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_23_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_24_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_25_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_26_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_27_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_28_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_29_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_30_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_31_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_32_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_33_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_34_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_35_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_36_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_37_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_38_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_39_B,1.15500,0.65846,0.49654
TRIP_LOAD_633_A_H_40_B,1.15500,0.65846,0.49654
TRIP_LOAD_680_B_H_1_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_2_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_3_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_4_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_5_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_6_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_7_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_8_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_9_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_10_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_11_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_12_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_13_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_14_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_15_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_16_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_17_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_18_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_19_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_20_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_21_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_22_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_23_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_24_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_25_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_26_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_27_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_28_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_29_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_30_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_31_B,1.18350,0.68292,0.50058
TRIP_LOAD_680_B_H_32_B,1.18350,0.68292,0.50058
